Character table of Sysmmetric Group (n=13)
101X101	[13]	[12 1]	[11 2]	[11 1 1]	[10 3]	[10 2 1]	[10 1 1 1]	[9 4]	[9 3 1]	[9 2 2]	[9 2 1 1]	[9 1 1 1 1]	[8 5]	[8 4 1]	[8 3 2]	[8 3 1 1]	[8 2 2 1]	[8 2 1 1 1]	[8 1 1 1 1 1]	[7 6]	[7 5 1]	[7 4 2]	[7 4 1 1]	[7 3 3]	[7 3 2 1]	[7 3 1 1 1]	[7 2 2 2]	[7 2 2 1 1]	[7 2 1 1 1 1]	[7 1 1 1 1 1 1]	[6 6 1]	[6 5 2]	[6 5 1 1]	[6 4 3]	[6 4 2 1]	[6 4 1 1 1]	[6 3 3 1]	[6 3 2 2]	[6 3 2 1 1]	[6 3 1 1 1 1]	[6 2 2 2 1]	[6 2 2 1 1 1]	[6 2 1 1 1 1 1]	[6 1 1 1 1 1 1 1]	[5 5 3]	[5 5 2 1]	[5 5 1 1 1]	[5 4 4]	[5 4 3 1]	[5 4 2 2]	[5 4 2 1 1]	[5 4 1 1 1 1]	[5 3 3 2]	[5 3 3 1 1]	[5 3 2 2 1]	[5 3 2 1 1 1]	[5 3 1 1 1 1 1]	[5 2 2 2 2]	[5 2 2 2 1 1]	[5 2 2 1 1 1 1]	[5 2 1 1 1 1 1 1]	[5 1 1 1 1 1 1 1 1]	[4 4 4 1]	[4 4 3 2]	[4 4 3 1 1]	[4 4 2 2 1]	[4 4 2 1 1 1]	[4 4 1 1 1 1 1]	[4 3 3 3]	[4 3 3 2 1]	[4 3 3 1 1 1]	[4 3 2 2 2]	[4 3 2 2 1 1]	[4 3 2 1 1 1 1]	[4 3 1 1 1 1 1 1]	[4 2 2 2 2 1]	[4 2 2 2 1 1 1]	[4 2 2 1 1 1 1 1]	[4 2 1 1 1 1 1 1 1]	[4 1 1 1 1 1 1 1 1 1]	[3 3 3 3 1]	[3 3 3 2 2]	[3 3 3 2 1 1]	[3 3 3 1 1 1 1]	[3 3 2 2 2 1]	[3 3 2 2 1 1 1]	[3 3 2 1 1 1 1 1]	[3 3 1 1 1 1 1 1 1]	[3 2 2 2 2 2]	[3 2 2 2 2 1 1]	[3 2 2 2 1 1 1 1]	[3 2 2 1 1 1 1 1 1]	[3 2 1 1 1 1 1 1 1 1]	[3 1 1 1 1 1 1 1 1 1 1]	[2 2 2 2 2 2 1]	[2 2 2 2 2 1 1 1]	[2 2 2 2 1 1 1 1 1]	[2 2 2 1 1 1 1 1 1 1]	[2 2 1 1 1 1 1 1 1 1 1]	[2 1 1 1 1 1 1 1 1 1 1 1]	[1 1 1 1 1 1 1 1 1 1 1 1 1]	
[5 4 4]	1	-1	0	1	0	0	-1	2	-2	0	2	-1	-1	-1	2	1	-2	-1	2	-1	2	-1	0	0	-1	0	2	1	0	-2	1	-1	-2	0	2	0	0	-1	0	0	-1	0	0	2	0	1	1	2	-2	-1	0	-1	2	0	0	0	1	1	0	0	-1	-1	-2	2	2	-1	-1	2	-2	-2	0	1	2	-1	-2	-2	0	1	2	-1	2	0	0	0	-1	-1	2	0	1	2	-1	-2	0	1	-1	-1	2	0	0	-1	1	
[5 4 3 1]	1	0	-1	0	1	0	1	1	-1	0	0	-1	0	-1	0	1	1	-1	1	-1	1	0	0	0	0	0	-1	-1	1	0	0	0	0	1	-1	0	-1	1	1	-1	0	1	-1	-1	0	-1	1	-1	1	1	0	0	-1	0	0	-1	1	-1	0	0	1	1	-1	0	1	-1	-1	1	1	-1	1	1	1	0	-1	0	0	-1	0	-1	1	0	-1	0	0	0	0	0	0	-1	1	1	0	0	1	0	-1	-1	1	0	-1	
[5 4 2 2]	1	-1	2	-1	-2	0	1	2	0	0	0	-1	-1	-1	0	1	0	-1	2	1	0	1	0	0	-1	0	-2	3	-2	0	-1	1	0	-2	0	0	2	1	-2	2	1	-2	2	-2	0	-1	1	2	0	1	0	-1	-2	0	0	2	-3	-1	0	0	1	1	-2	0	2	-1	-1	2	2	0	-2	1	0	1	0	0	0	-1	0	-1	-2	0	2	0	-1	-1	0	0	1	0	1	0	0	1	-1	1	-2	2	-2	1	-1	
[5 4 2 1 1]	1	1	0	-1	0	0	-1	0	0	0	2	-1	1	-1	-2	1	0	-1	0	1	0	1	0	0	1	0	0	-1	0	2	-1	1	-2	0	0	0	0	-1	0	0	1	0	0	0	0	1	1	-2	0	-1	0	1	0	0	0	0	-1	1	0	0	-1	-1	0	2	0	-1	-1	0	0	0	0	1	0	1	0	-2	0	1	2	-1	-2	0	0	0	1	1	-2	0	-1	0	-1	0	0	-1	1	1	0	0	0	1	1	
[5 4 1 1 1 1]	1	3	2	3	-2	0	1	-2	-4	0	0	-1	3	-1	0	1	4	-1	-2	5	4	-3	0	0	3	0	2	-1	-2	0	3	-3	0	-2	-4	0	2	1	-2	2	-3	-2	2	2	0	-1	1	2	4	1	0	3	2	0	0	2	1	-1	0	0	1	1	2	0	-2	-1	-1	-2	-2	-4	-2	1	4	-3	-4	0	0	-1	0	-1	-2	0	2	0	3	3	0	0	-3	-4	1	4	0	-3	-5	-3	2	2	-2	-3	-1	
[5 3 3 2]	1	-1	1	0	1	-2	2	-2	1	1	0	-2	3	-1	0	0	-1	1	1	-2	-1	1	1	0	-1	0	2	0	-1	0	2	-1	0	-1	1	-2	1	-2	1	1	0	-1	1	-1	3	-2	2	-1	-1	2	0	0	0	0	0	-1	0	-2	2	0	-1	2	1	0	0	-2	2	-2	-1	1	-1	2	-1	1	1	0	-1	0	0	-2	1	-3	1	0	1	-1	0	-1	-2	1	1	-1	2	0	2	-3	2	-1	-1	1	-1	
[5 3 3 1 1]	1	1	-1	0	1	-2	2	2	1	-1	0	2	-1	-1	0	0	1	-3	1	0	-1	-1	1	0	1	0	2	0	-1	2	2	1	0	1	-1	2	-1	-2	-1	1	0	1	-1	1	1	-2	-2	-1	1	2	0	0	0	2	0	-1	0	-2	2	0	-3	2	-3	0	0	2	-2	2	-3	1	-1	-2	-1	1	1	0	1	0	0	2	-1	1	1	0	1	-1	0	-1	2	-1	-1	1	-2	0	0	-1	2	1	-1	1	1	
[5 3 2 2 1]	1	0	1	-2	1	0	1	-1	-1	0	0	1	2	-1	2	1	-1	-1	-1	-1	1	-2	0	0	0	0	-1	1	1	0	-2	2	0	-1	1	0	1	-1	-1	-1	2	-1	1	-1	0	-1	-1	1	-1	1	0	2	-1	2	0	-1	1	-1	0	0	-1	1	1	0	-1	1	-1	-1	1	-1	1	-1	1	0	-1	0	0	1	0	1	1	0	-1	0	2	-2	2	0	-2	1	-1	-1	0	-2	-1	2	-1	1	1	0	1	
[5 3 2 1 1 1]	1	2	1	0	1	-2	-1	1	1	-2	0	1	0	-1	0	3	-1	1	1	1	-1	-2	-2	0	2	0	-1	-3	-1	0	2	2	0	-1	1	-2	1	1	1	1	0	-1	1	-1	0	1	-1	-1	-1	-1	0	0	-3	0	0	-1	3	1	2	0	-1	-1	1	0	3	1	-1	1	-1	1	-1	-1	-1	-2	1	0	2	-3	0	1	1	0	1	0	-2	2	0	2	-2	1	1	-1	2	0	-1	0	-1	-1	-1	-2	-1	
[5 3 1 1 1 1 1]	1	4	5	6	1	4	5	-1	-5	-4	0	5	2	-1	-6	-3	-5	3	7	3	5	2	4	0	4	0	-1	-3	5	8	2	-2	0	-5	5	-4	5	7	-1	-5	-6	-5	5	7	-8	-5	-5	-7	-5	5	0	-6	3	2	0	-1	-3	-5	-4	0	3	5	-3	0	3	5	7	-1	-3	-5	5	-5	5	4	-5	0	4	-3	0	5	-7	-8	-5	0	-2	2	-6	-4	2	5	-1	-5	4	6	3	2	-1	1	5	4	1	
[5 2 2 2 2]	1	-1	4	-3	-4	0	3	6	-2	8	-6	3	-5	-1	-6	9	-2	-1	-2	3	2	7	-8	0	-1	0	6	-3	4	-2	-3	-5	6	-4	2	0	4	-9	4	-4	3	-4	4	-2	8	-3	-3	-2	-2	3	0	3	6	-8	0	4	-3	-3	0	0	-1	3	2	-6	6	3	-9	6	2	-2	4	-3	2	-1	-2	6	-8	9	-6	3	-2	8	-4	0	-5	7	-6	8	-3	2	-1	-2	0	-3	3	-5	6	-4	4	-1	1	
[5 2 2 2 1 1]	1	1	2	-3	2	0	-3	0	-2	4	0	3	1	-1	0	-3	2	-1	4	-1	2	-1	4	0	1	0	0	-3	-2	0	-3	-1	0	-2	-2	0	2	-3	2	2	3	-2	2	-4	4	3	-3	-2	2	-3	0	-3	0	0	0	-2	3	3	0	0	1	-3	-4	0	0	3	3	0	4	-2	-2	-3	2	-1	-2	0	-4	3	0	3	2	-4	2	0	1	1	0	-4	3	-2	1	2	0	3	1	-1	0	-2	-2	-1	-1	
[5 2 2 1 1 1 1]	1	3	4	1	4	0	-5	2	2	0	-6	-5	-1	-1	2	1	2	-1	2	-1	-2	-5	0	0	3	0	2	1	4	6	1	-1	6	-4	-2	0	4	-1	-4	-4	-1	-4	4	2	0	5	5	-2	2	-5	0	-1	2	8	0	-4	1	5	0	0	-1	-5	-2	-6	2	-5	-1	2	-2	2	4	5	-2	3	2	6	0	1	-6	-5	-2	0	-4	0	-1	-5	2	0	1	-2	-1	2	0	1	-1	-1	2	4	4	3	1	
[5 2 1 1 1 1 1 1]	1	5	10	9	10	16	5	4	10	4	0	-5	-3	-1	0	-3	-10	-17	-8	-5	-10	-5	4	0	5	0	-4	-15	-10	0	-7	-13	0	-10	10	16	10	13	10	10	-9	-10	10	8	-12	-5	5	-10	-10	5	0	9	12	0	0	-10	15	-5	-16	0	17	5	-8	0	-12	-5	-13	4	8	10	-10	5	-10	-5	10	0	-4	3	0	-5	10	12	10	0	13	5	0	-4	7	10	1	-10	-16	-9	5	3	-4	-10	-10	-5	-1	
[5 1 1 1 1 1 1 1 1]	1	7	20	21	28	64	35	14	70	56	90	35	-13	-1	42	57	70	63	22	-21	-70	-49	-56	0	7	0	14	21	20	14	-43	-77	-90	-20	-70	-64	20	7	-28	-20	-21	-20	20	22	-8	-35	-35	14	70	35	0	-21	78	56	0	-28	21	-35	-64	0	63	35	42	90	78	35	7	14	42	70	20	-35	-70	7	70	-90	-56	57	90	35	14	-8	-20	0	-77	-49	42	56	-43	-70	-1	70	64	21	-21	-13	14	28	20	7	1	
[4 4 4 1]	1	0	-1	0	0	1	0	3	-3	0	2	-3	0	0	0	0	0	1	0	-3	0	0	0	3	0	0	0	-3	2	0	3	0	0	-3	0	0	0	0	0	0	3	0	-2	0	0	0	-3	6	-3	0	6	-3	3	0	-6	0	3	3	0	0	-1	3	0	0	-3	0	0	0	0	3	0	0	0	0	0	0	0	0	-2	0	-6	0	3	-3	0	0	0	0	-3	0	0	3	-1	0	3	0	-3	0	1	0	-1	
[4 4 3 2]	1	-1	1	0	0	-1	1	1	-1	0	2	-3	-1	0	2	-1	-2	1	2	1	0	0	0	-3	1	0	0	1	-2	0	-1	-1	2	3	-2	0	0	1	0	0	-1	0	2	-2	0	1	-3	-2	-1	0	2	1	1	0	-2	0	-1	3	0	0	-1	3	2	0	-1	0	-1	0	-2	1	0	-1	2	-1	2	-2	0	1	-2	-1	2	0	-3	3	1	0	-2	0	1	0	0	1	1	0	-1	1	-1	0	-1	1	-1	
[4 4 3 1 1]	1	1	-1	0	0	-1	1	3	-1	0	2	-1	1	0	-2	-1	2	-1	-2	-3	0	0	0	1	1	0	0	-1	2	0	-1	1	2	1	-2	0	0	1	0	0	-3	0	2	-2	0	-1	1	2	-3	0	2	-3	1	0	2	0	-1	1	0	0	-1	-1	2	0	1	0	1	0	2	-3	0	-1	-2	1	2	2	0	-1	2	1	2	0	1	1	1	0	-2	0	-1	0	0	-1	-1	0	-3	1	3	0	-1	1	1	
[4 4 2 2 1]	1	0	1	-2	0	1	0	1	-3	0	2	-1	0	2	0	0	0	-1	0	1	-4	2	0	-1	0	0	-4	3	-2	4	3	0	0	-1	0	0	0	0	0	0	1	0	-2	0	0	0	1	2	-1	2	-2	1	3	0	-2	0	3	1	0	0	-1	-1	0	-4	3	2	0	-4	0	-1	0	0	0	0	0	0	0	0	2	0	2	0	-1	-1	0	2	0	0	3	-4	2	-3	1	-2	1	0	1	0	1	0	1	
[4 4 2 1 1 1]	1	2	1	0	0	-1	-2	1	-1	0	2	-3	2	0	-4	2	4	1	-4	1	0	0	0	-3	-2	0	0	1	-2	0	-1	2	-4	3	4	0	0	-2	0	0	-1	0	2	4	0	-2	-3	-2	-1	0	2	1	1	0	-2	0	-1	3	0	0	-1	3	-4	0	-1	0	2	0	4	1	0	2	-4	2	-4	4	0	-2	-2	2	2	0	-3	3	-2	0	4	0	1	0	0	1	1	0	-1	-2	-1	0	-1	-2	-1	
[4 4 1 1 1 1 1]	1	4	5	6	0	5	4	-3	-7	0	2	-1	4	-6	-8	-4	8	-1	-8	9	12	-6	0	-5	4	0	12	11	-10	-12	11	4	8	-5	-8	0	0	4	0	0	9	0	-10	-8	0	-4	1	2	3	-6	-10	9	7	0	-10	0	11	1	0	0	-1	-1	8	12	7	-6	4	12	8	3	0	-4	-8	4	8	8	0	-4	2	4	2	0	-5	-5	4	-6	-8	0	11	12	-6	-7	5	6	9	4	-3	0	5	4	1	
[4 3 3 3]	1	-1	0	1	3	-3	2	-2	-1	3	1	-3	-1	3	-2	0	-1	0	3	3	-2	-1	0	6	-3	3	4	0	-3	0	-3	3	2	-3	1	-3	-3	2	3	-3	-6	3	3	-3	-3	0	-2	3	3	-3	-1	6	0	0	1	-3	0	2	3	-3	0	3	-3	0	0	3	-2	-4	3	-3	3	0	-1	3	1	-2	0	0	-1	-2	-3	3	3	-6	-3	1	2	-3	3	2	-3	1	3	-1	-3	1	2	-3	0	1	-1	
[4 3 3 2 1]	1	0	0	-1	2	-1	2	0	-1	-1	1	-1	0	-1	2	0	0	0	-2	1	0	1	0	0	-2	1	0	0	1	2	-1	-2	2	1	0	-1	-2	2	2	-2	0	-2	1	-2	1	0	0	-1	1	-1	-1	0	0	0	-1	2	0	0	-1	1	0	-1	-2	2	0	-1	2	0	-2	1	-2	0	0	-2	0	2	0	0	1	2	-1	1	1	0	-2	1	2	-1	-1	0	-1	-1	-1	-1	1	0	0	2	0	0	1	
[4 3 3 1 1 1]	1	2	0	1	0	-3	2	4	-1	-3	1	3	2	3	-2	0	2	0	0	-3	-2	-1	0	0	0	-3	4	0	-3	0	-3	0	2	3	-2	3	0	2	0	0	0	0	3	0	3	0	4	3	-3	-3	-1	0	0	0	1	0	0	-4	-3	3	0	-3	0	0	0	3	-2	-4	0	3	0	0	2	0	-2	-2	0	0	-1	-2	-3	-3	-3	0	0	1	2	3	3	2	-3	1	3	-1	3	-2	-4	0	0	-2	-1	
[4 3 2 2 2]	1	-1	3	-2	-2	-1	3	3	-1	4	-2	-1	-1	-2	0	3	-4	3	-2	1	0	2	0	-3	1	-4	0	3	-2	4	-1	1	0	1	-4	4	2	3	-2	2	-3	2	-2	-2	-4	3	-3	2	1	-2	2	-3	-3	0	2	-2	3	-3	4	-4	3	-1	-2	4	-3	-2	3	0	-2	1	2	3	-4	1	-4	0	0	3	-2	3	2	-4	1	-3	1	2	0	4	-1	0	-2	-1	-1	-2	1	-1	3	-2	3	-1	1	
[4 3 2 2 1 1]	1	1	1	-2	2	-1	-1	1	-1	0	2	1	1	-2	0	-1	0	1	-2	1	0	2	0	1	1	0	-4	1	-2	0	-1	-1	0	-1	0	0	-2	-1	2	-2	-1	2	2	2	0	1	1	2	-1	2	-2	1	1	0	2	-2	-1	-1	0	0	-1	-1	2	0	-1	-2	1	4	-2	1	2	-1	0	-1	0	0	0	1	-2	1	-2	0	1	-1	1	-2	0	0	1	0	2	1	1	2	-1	-1	-1	-2	-1	-1	-1	
[4 3 2 1 1 1 1]	1	3	3	2	2	-1	-1	3	-1	-4	-2	-1	3	2	-4	3	0	3	-2	1	0	-2	0	-3	1	4	0	3	-2	-4	-1	1	-4	1	0	-4	-2	-1	2	-2	-3	-2	-2	-2	4	3	-3	2	1	2	2	-3	-3	0	2	2	3	-3	-4	4	3	-1	-2	-4	-3	2	-1	0	-2	1	-2	3	0	1	0	-4	0	3	-2	-1	2	4	1	-3	1	-2	-4	-4	-1	0	2	-1	-1	2	1	3	3	2	3	3	1	
[4 3 1 1 1 1 1 1]	1	5	9	10	6	15	11	1	-1	0	10	9	5	-6	-20	-9	-4	9	6	9	16	-10	0	-15	-15	0	4	9	6	0	15	15	20	-9	4	0	-6	11	6	-6	15	6	-6	-6	0	9	1	-6	-9	6	-10	-15	9	0	10	-6	-9	-1	0	0	-9	-9	-6	0	-9	-6	-11	-4	6	9	6	-9	-4	15	4	-20	0	9	-10	-11	6	0	9	15	-15	10	20	0	-15	-16	6	1	-15	-10	-9	-5	-1	-6	-9	-5	-1	
[4 2 2 2 2 1]	1	0	3	-4	0	1	0	3	-7	8	-2	5	0	4	0	0	0	-3	0	1	-8	4	0	-9	0	8	0	-3	-2	0	7	0	0	5	0	-8	0	0	0	0	3	0	2	0	-8	0	9	2	1	-4	2	-3	3	0	-2	0	3	-9	8	-8	3	-5	0	0	-3	4	0	0	0	-1	0	0	0	0	0	0	0	0	2	0	-2	8	-5	9	0	-4	0	-8	-7	8	-4	7	-1	4	-1	0	-3	0	-3	0	-1	
[4 2 2 2 1 1 1]	1	2	3	-2	4	-1	-6	3	-1	4	-2	-1	2	-2	0	-6	8	3	4	1	0	2	0	-3	-2	-4	0	3	-2	4	-1	-2	0	1	8	4	-4	-6	4	-4	-3	-4	-2	4	-4	-6	-3	2	1	-2	2	-3	-3	0	2	4	3	-3	4	-4	3	-1	4	4	-3	-2	-6	0	4	1	-4	-6	8	-2	8	0	0	-6	-2	-6	2	-4	1	-3	-2	2	0	4	-1	0	-2	-1	-1	-2	1	2	3	4	3	2	1	
[4 2 2 1 1 1 1 1]	1	4	7	4	8	5	-4	7	5	0	-10	-11	4	4	0	-4	0	-11	-8	1	0	-4	0	-5	4	0	8	13	-2	0	-1	-4	0	-7	0	0	-8	-4	8	-8	11	8	2	8	0	4	1	2	5	-4	10	-11	-17	0	-10	-8	-13	-1	0	0	11	11	8	0	17	4	4	-8	-8	-5	8	-4	0	-4	0	0	0	4	10	4	-2	0	7	5	4	4	0	0	1	0	-4	-5	-5	-4	-1	-4	-7	-8	-7	-4	-1	
[4 2 1 1 1 1 1 1 1]	1	6	15	14	20	35	14	15	35	20	22	-1	6	14	8	6	0	-21	-20	1	0	-14	0	-15	-14	-20	0	-21	-50	-28	-1	-14	8	-35	0	20	-20	14	20	-20	21	-20	-50	-20	-20	6	21	-22	-35	14	50	21	-15	0	50	20	-21	21	20	-20	-21	-1	-20	-28	-15	14	14	0	-20	-35	-20	6	0	-14	0	8	0	6	22	14	-22	-20	-35	-15	-14	-14	8	20	-1	0	14	35	35	14	1	6	15	20	15	6	1	
[4 1 1 1 1 1 1 1 1 1]	1	8	27	28	48	105	56	43	161	120	190	69	8	84	160	216	224	189	48	-15	-56	-28	0	15	168	120	112	189	78	0	-57	-168	-160	-147	-224	-120	-48	56	48	-48	147	48	-78	-48	-120	-216	-119	-78	-231	-84	-190	-147	27	0	190	-48	-189	119	120	-120	-189	-69	-48	0	-27	84	-56	-112	48	231	48	216	224	-168	-224	160	0	-216	-190	-56	78	120	147	-15	168	28	-160	-120	57	56	-84	-161	-105	-28	15	-8	-43	-48	-27	-8	-1	
[3 3 3 3 1]	1	0	-1	0	4	-3	4	0	0	0	-1	0	-4	0	0	0	4	-3	0	6	-2	0	6	8	-12	6	8	0	-3	6	0	0	-4	0	0	0	4	0	0	0	0	0	-3	0	-6	12	-8	0	-6	0	0	0	0	2	0	0	0	-8	0	6	-3	0	12	-6	0	0	0	8	12	-6	4	12	0	-12	4	-4	6	0	-1	4	0	-6	0	8	0	0	0	0	0	-2	0	0	-3	0	6	-4	0	4	-1	0	1	
[3 3 3 2 2]	1	-1	2	-1	1	-3	4	-2	1	3	-1	-3	5	-3	2	0	-5	6	-3	-3	-2	-1	6	2	-3	-3	8	0	-3	6	3	3	-4	-3	1	-3	1	-2	3	3	-6	3	-3	-3	3	-6	10	-3	3	3	-1	-6	0	-4	-1	3	0	10	-3	-3	6	-3	3	-6	0	3	-2	8	3	3	1	-6	1	-3	-5	-4	6	0	-1	4	-3	3	-3	2	3	-1	2	3	3	-2	-3	1	-3	-1	-3	5	-2	1	2	-1	1	
[3 3 3 2 1 1]	1	1	0	-1	3	-3	2	2	1	-3	1	3	-1	-3	2	0	-1	0	-3	3	-2	1	0	6	-3	3	4	0	-3	0	3	-3	2	3	-1	3	-3	-2	-3	3	6	-3	3	3	-3	0	-2	-3	3	3	1	-6	0	0	-1	3	0	2	-3	-3	0	-3	-3	0	0	-3	2	-4	3	-3	3	0	1	3	1	-2	0	0	-1	-2	3	3	-3	-6	3	-1	-2	3	-3	2	3	-1	3	1	-3	1	-2	-3	0	-1	-1	
[3 3 3 1 1 1 1]	1	3	2	3	1	-3	4	6	-3	-9	-1	9	5	9	-6	0	-5	6	9	-3	-2	3	6	2	-3	-3	8	0	-3	6	-9	-9	-4	9	-3	9	1	6	-9	-9	18	-9	-3	9	3	-6	10	9	3	-9	3	18	0	-4	3	-9	0	10	9	-3	6	9	3	-6	0	-9	6	8	3	3	1	-6	-3	-3	-5	-4	6	0	-1	4	9	3	9	2	-9	3	-6	-9	-9	-2	9	-3	-3	3	-3	5	6	1	2	3	1	
[3 3 2 2 2 1]	1	0	2	-3	2	-1	2	0	-3	3	-1	3	4	-3	6	0	-4	2	-6	-1	0	-3	2	0	-2	3	0	0	1	0	-3	6	-2	-3	0	3	2	6	-6	-6	0	6	-1	6	3	-4	0	-3	1	-3	3	0	0	0	-3	6	0	0	-3	-3	-2	-3	2	0	0	3	-6	0	-2	-1	-2	4	0	2	4	2	-2	0	1	-2	3	-3	3	0	-6	3	-6	-3	3	0	3	3	1	3	1	-4	0	-2	-2	0	-1	
[3 3 2 2 1 1 1]	1	2	2	-1	4	-3	-2	4	1	-3	-1	3	2	-3	2	0	-2	6	0	3	-2	-1	-6	8	0	3	-4	0	-3	-6	3	0	2	3	-2	3	4	-2	0	0	0	0	-3	0	-3	0	4	-3	-3	3	-1	0	0	-4	-1	0	0	4	3	3	6	3	0	6	0	3	-2	-4	0	-3	4	0	-2	0	-2	2	-6	0	-1	-2	-3	-3	3	8	0	-1	2	-3	3	-2	-3	1	-3	-1	3	2	4	4	2	2	1	
[3 3 2 1 1 1 1 1]	1	4	6	5	6	3	2	8	1	-9	-5	3	8	9	-10	0	-16	6	6	3	4	1	6	0	-6	15	-8	0	9	0	-3	-6	-10	9	-4	3	6	-2	6	6	0	-6	-9	-6	3	-12	-8	9	9	-3	-5	0	0	0	5	-6	0	8	-3	-15	-6	-3	6	0	0	3	2	8	-6	-9	-6	12	4	6	16	10	-6	0	5	-2	-9	-3	-9	0	6	-1	10	9	3	-4	-9	-1	-3	-5	-3	-8	-8	-6	-6	-4	-1	
[3 3 1 1 1 1 1 1 1]	1	6	14	15	16	33	22	12	21	9	35	27	14	9	-30	0	-14	42	36	15	34	-21	6	-40	-84	15	-28	0	69	42	27	36	50	-9	-6	27	-56	-42	-36	36	0	36	69	36	21	48	28	9	21	27	15	0	0	-28	15	-36	0	28	27	15	42	27	12	30	0	27	-42	-28	12	21	-56	48	-6	-84	-14	50	6	0	35	22	9	21	-9	-40	36	-21	-30	9	27	34	9	21	33	15	15	14	12	16	14	6	1	
[3 2 2 2 2 2]	1	-1	5	-4	-4	-1	5	9	-5	16	-10	5	-5	-4	-6	15	-10	5	-10	5	0	20	-16	-15	1	0	24	-15	10	0	-5	-5	10	-5	-10	16	20	-15	4	-20	-9	20	-10	10	0	5	-15	10	-5	20	-10	9	-15	0	10	-4	15	15	-16	0	-5	-5	-10	0	15	-20	15	-24	10	5	-20	-5	10	-1	10	-10	16	-15	10	-5	-10	0	5	15	5	-20	6	-16	5	0	4	5	1	4	-5	5	-9	4	-5	1	-1	
[3 2 2 2 2 1 1]	1	1	3	-4	4	-1	-3	3	-5	8	-2	7	5	-4	6	-9	2	3	2	1	0	4	0	-3	1	8	0	-9	-2	-8	-5	5	-6	-7	-2	8	-4	9	-4	4	-3	4	-2	2	8	3	-3	-2	1	-4	-2	-3	9	0	-2	-4	-9	-3	8	8	3	7	-2	-8	9	-4	9	0	-2	1	-4	3	-2	1	2	-6	0	-9	-2	-3	-2	8	-7	-3	5	4	6	8	-5	0	-4	-5	-1	-4	1	5	3	4	3	1	1	
[3 2 2 2 1 1 1 1]	1	3	5	0	8	-1	-7	9	3	0	-10	-3	7	0	6	-9	2	5	6	5	0	0	-16	9	1	0	0	9	10	0	3	3	-2	3	-6	0	8	-3	0	0	-9	0	-10	-6	0	5	9	-6	-5	0	6	9	9	0	-6	0	-9	-9	0	0	-5	3	-10	0	-9	0	3	0	10	5	-8	-5	6	-1	-2	2	16	9	10	7	6	0	-3	-9	-3	0	-6	0	-3	0	0	-3	1	0	-5	-7	-9	-8	-5	-3	-1	
[3 2 2 1 1 1 1 1 1]	1	5	11	8	16	15	1	19	19	0	-10	-9	17	24	2	-9	-26	-21	-6	9	16	8	0	5	-15	0	-16	-9	6	0	3	-3	-10	9	-14	0	16	-11	24	24	-3	24	6	-6	0	-21	-11	6	9	-24	-10	-3	9	32	-10	24	-9	-11	0	0	-21	-9	6	0	9	-24	-11	-16	6	9	16	-21	-14	-15	-26	-10	0	-9	-10	1	6	0	9	5	-3	8	2	0	3	16	24	19	15	8	9	17	19	16	11	5	1	
[3 2 1 1 1 1 1 1 1 1]	1	7	21	20	36	63	29	41	91	48	70	21	35	84	50	63	14	21	6	21	64	28	48	-15	-63	0	-56	-63	-6	0	27	27	50	-21	-34	48	-84	-119	-84	36	-105	-36	6	-6	0	21	49	-6	-21	-36	70	105	-63	0	-70	84	63	-49	-48	0	-21	-21	6	0	63	36	119	56	-6	21	84	-21	34	63	-14	-50	-48	-63	-70	-29	6	0	21	15	-27	-28	-50	-48	-27	-64	-84	-91	-63	-20	-21	-35	-41	-36	-21	-7	-1	
[3 1 1 1 1 1 1 1 1 1 1]	1	9	35	36	76	159	85	99	315	216	350	135	77	324	414	567	490	483	162	33	160	252	384	125	609	600	224	567	510	168	27	-27	50	-135	-90	216	-140	-63	324	540	189	540	510	162	-168	-285	-35	-162	-735	-540	-450	189	-567	-448	-450	324	567	-35	216	600	483	135	-258	-600	-567	-540	-63	224	-258	-735	-140	-285	-90	609	490	50	384	567	350	85	-162	-168	-135	125	-27	252	414	216	27	160	324	315	159	36	33	77	99	76	35	9	1	
[2 2 2 2 2 2 1]	1	0	5	-6	0	1	0	9	-15	24	-10	15	0	6	0	0	0	-5	0	5	-20	30	-16	-45	0	40	36	-45	10	-20	15	0	0	15	0	-24	0	0	0	0	9	0	10	0	-40	0	45	30	-5	30	-30	9	-45	80	-30	0	-45	45	-24	40	-5	15	0	20	-45	30	0	36	0	-5	0	0	0	0	0	0	-16	0	-10	0	30	-40	15	-45	0	30	0	24	15	-20	6	-15	1	-6	5	0	9	0	5	0	1	
[2 2 2 2 2 1 1 1]	1	2	5	-4	8	-1	-10	9	-5	16	-10	5	10	-4	12	-30	20	5	20	5	0	20	-16	-15	-2	0	24	-15	10	0	-5	10	-20	-5	20	16	-40	30	-8	40	-9	-40	-10	-20	0	-10	-15	10	-5	20	-10	9	-15	0	10	8	15	15	-16	0	-5	-5	20	0	15	-20	-30	-24	-20	5	40	10	-20	2	-20	20	16	30	10	10	-10	0	5	15	-10	-20	-12	-16	5	0	4	5	1	4	-5	-10	-9	-8	-5	-2	-1	
